,busA,busB,Zaa,Zbb,Zcc,Zab,Zac,Zbc,Baa,Bbb,Bcc,Bab,Bac,Bbc
line725,719,726,(0.0001881133333333333+1.4189119999999999e-05j),(0.00018811333333333327+1.4189119999999997e-05j),(0.00018811333333333327+1.4189119999999997e-05j),(2.6873333333333356e-06-3.1583445490808766e-23j),(2.6873333333333356e-06+0j),(2.6873333333333348e-06-6.319154740969533e-23j),0j,0j,0j,0j,0j,0j
line726,720,727,(9.217021000000002e-05+8.818189999999999e-06j),(9.217020999999995e-05+8.818189999999996e-06j),(9.217021000000002e-05+8.818189999999997e-06j),(4.0688079999999986e-05+5.854399999999988e-07j),(4.068808000000001e-05+5.854399999999978e-07j),(4.068808e-05+5.854399999999988e-07j),0j,0j,0j,0j,0j,0j
line727,721,728,(8.364299999999999e-05+6.3090719999999995e-06j),(8.364299999999997e-05+6.309071999999999e-06j),(8.364299999999997e-05+6.309071999999998e-06j),(1.1949000000000006e-06+0j),(1.1949000000000006e-06+0j),(1.1949000000000002e-06-1.249335366852583e-23j),0j,0j,0j,0j,0j,0j
line728,722,729,(0.0010844049999999999+8.179512e-05j),(0.0010844049999999999+8.179511999999998e-05j),(0.0010844049999999997+8.179511999999997e-05j),(1.5491500000000013e-05+3.935814654279391e-22j),(1.5491500000000006e-05-1.3119382180931302e-22j),(1.5491500000000006e-05-3.937350951688408e-22j),0j,0j,0j,0j,0j,0j
line729,723,730,(0.00010966666666666664+8.271999999999998e-06j),(0.00010966666666666667+8.272e-06j),(0.00010966666666666667+8.272000000000001e-06j),(1.5666666666666678e-06+2.1468397606836694e-23j),(1.5666666666666678e-06+2.1468397606836694e-23j),(1.5666666666666683e-06+6.443033260465872e-23j),0j,0j,0j,0j,0j,0j
line730,724,731,(0.003712166333333334+0.0003551536666666667j),(0.0037121663333333343+0.0003551536666666666j),(0.0037121663333333343+0.0003551536666666666j),(0.0016387173333333338+2.3578666666666695e-05j),(0.0016387173333333336+2.357866666666667e-05j),(0.0016387173333333338+2.35786666666667e-05j),0j,0j,0j,0j,0j,0j
line731,725,732,(0.0014628833333333337+0.00011034320000000004j),(0.0014628833333333335+0.00011034319999999998j),(0.0014628833333333335+0.00011034320000000001j),(2.0898333333333357e-05-4.775069979583044e-22j),(2.0898333333333357e-05+0j),(2.0898333333333346e-05-4.776933870106835e-22j),0j,0j,0j,0j,0j,0j
line732,726,733,(0.00019898666666666657+1.5009279999999996e-05j),(0.00019898666666666665+1.5009280000000002e-05j),(0.00019898666666666668+1.5009280000000002e-05j),(2.842666666666669e-06+0j),(2.842666666666669e-06-1.060204288532274e-22j),(2.84266666666667e-06+3.53539375463043e-23j),0j,0j,0j,0j,0j,0j
line733,727,734,(7.547679700000001e-05+7.221083000000002e-06j),(7.5476797e-05+7.221082999999995e-06j),(7.547679700000001e-05+7.221083000000001e-06j),(3.3318856000000003e-05+4.794079999999987e-07j),(3.331885600000002e-05+4.794080000000008e-07j),(3.3318856000000003e-05+4.794080000000007e-07j),0j,0j,0j,0j,0j,0j
line734,728,735,(8.959066666666663e-05+6.757695999999997e-06j),(8.959066666666667e-05+6.757696000000001e-06j),(8.959066666666664e-05+6.757695999999998e-06j),(1.2798666666666677e-06-2.8655360458928613e-23j),(1.2798666666666679e-06+2.8655360458928613e-23j),(1.2798666666666677e-06+1.4333272865283647e-23j),0j,0j,0j,0j,0j,0j
line735,729,736,(0.0005906249999999999+4.454999999999999e-05j),(0.000590625+4.455e-05j),(0.0005906249999999999+4.4549999999999985e-05j),(8.437500000000009e-06+1.556732541883607e-22j),(8.437500000000005e-06+0j),(8.437500000000009e-06-1.557340193508673e-22j),0j,0j,0j,0j,0j,0j
line736,730,737,(8.786516666666669e-05+6.6275440000000026e-06j),(8.786516666666666e-05+6.627544e-06j),(8.786516666666665e-05+6.627543999999999e-06j),(1.255216666666668e-06+1.378109789990297e-23j),(1.2552166666666676e-06-1.378109789990297e-23j),(1.2552166666666676e-06+2.7572954367907715e-23j),0j,0j,0j,0j,0j,0j
line737,731,738,(0.004346198633333334+0.00041581336666666666j),(0.004346198633333333+0.00041581336666666655j),(0.004346198633333333+0.00041581336666666666j),(0.0019186077333333326+2.7605866666666605e-05j),(0.001918607733333333+2.760586666666668e-05j),(0.001918607733333333+2.7605866666666764e-05j),0j,0j,0j,0j,0j,0j
line738,732,739,(0.0007685649999999998+5.797176e-05j),(0.0007685649999999999+5.7971760000000003e-05j),(0.0007685649999999998+5.797175999999998e-05j),(1.0979500000000009e-05-1.318018671729621e-22j),(1.0979500000000007e-05-1.318018671729621e-22j),(1.0979500000000007e-05+1.3185331442971275e-22j),0j,0j,0j,0j,0j,0j
line739,733,740,(0.00016514166666666664+1.2456400000000002e-05j),(0.00016514166666666666+1.2456400000000002e-05j),(0.00016514166666666664+1.24564e-05j),(2.3591666666666693e-06-2.4340734239509783e-23j),(2.359166666666669e-06-4.8681468479019566e-23j),(2.359166666666668e-06-9.740094139699829e-23j),0j,0j,0j,0j,0j,0j
line740,734,741,(0.00011554653000000005+1.105467e-05j),(0.00011554653+1.1054669999999994e-05j),(0.00011554653000000003+1.1054669999999999e-05j),(5.1007440000000025e-05+7.339199999999975e-07j),(5.100744000000004e-05+7.339199999999983e-07j),(5.100744000000004e-05+7.339199999999991e-07j),0j,0j,0j,0j,0j,0j
line741,735,742,(8.283333333333332e-05+6.247999999999998e-06j),(8.28333333333333e-05+6.247999999999997e-06j),(8.283333333333332e-05+6.2479999999999985e-06j),(1.1833333333333342e-06-3.6743614419215864e-23j),(1.1833333333333342e-06+0j),(1.1833333333333338e-06-4.901060912329628e-23j),0j,0j,0j,0j,0j,0j
line742,736,743,(0.00047170666666666665+3.5580160000000006e-05j),(0.0004717066666666666+3.558016e-05j),(0.0004717066666666666+3.558016e-05j),(6.738666666666672e-06-9.929660058416132e-23j),(6.738666666666672e-06+0j),(6.738666666666672e-06-9.933535980521253e-23j),0j,0j,0j,0j,0j,0j
line743,737,744,(0.00010539433333333336+7.949744e-06j),(0.00010539433333333335+7.949744e-06j),(0.00010539433333333332+7.949744e-06j),(1.5056333333333347e-06-3.9656543811994905e-23j),(1.5056333333333347e-06+3.9656543811994905e-23j),(1.5056333333333343e-06-1.983601163091599e-23j),0j,0j,0j,0j,0j,0j
line744,738,745,(0.0034898226000000003+0.00033388140000000004j),(0.0034898226000000003+0.0003338814000000001j),(0.0034898226000000007+0.0003338814000000001j),(0.0015405648000000004+2.2166400000000093e-05j),(0.0015405648000000006+2.2166400000000073e-05j),(0.0015405648000000002+2.216640000000004e-05j),0j,0j,0j,0j,0j,0j
line745,739,746,(0.0043618166666666664+0.0003290056000000001j),(0.0043618166666666664+0.00032900560000000004j),(0.004361816666666666+0.0003290056j),(6.231166666666673e-05+1.5919390629349333e-21j),(6.23116666666667e-05+1.0612927086232889e-21j),(6.231166666666672e-05-1.592560456997543e-21j),0j,0j,0j,0j,0j,0j
line746,739,747,(0.00014235666666666664+1.0737759999999996e-05j),(0.00014235666666666667+1.073776e-05j),(0.00014235666666666664+1.0737760000000001e-05j),(2.033666666666669e-06-1.8087392731317218e-23j),(2.0336666666666684e-06+3.6174785462634437e-23j),(2.0336666666666684e-06+0j),0j,0j,0j,0j,0j,0j
line747,740,748,(0.00019556833333333326+1.4751439999999997e-05j),(0.00019556833333333326+1.4751439999999997e-05j),(0.00019556833333333332+1.4751439999999998e-05j),(2.793833333333335e-06+1.3654550518073997e-22j),(2.7938333333333345e-06+3.4136376295184994e-23j),(2.7938333333333354e-06+0j),0j,0j,0j,0j,0j,0j
line748,741,749,(0.00013793204333333335+1.3196356666666664e-05j),(0.0001379320433333333+1.3196356666666662e-05j),(0.0001379320433333333+1.3196356666666659e-05j),(6.088941333333334e-05+8.761066666666636e-07j),(6.088941333333334e-05+8.761066666666636e-07j),(6.088941333333334e-05+8.761066666666619e-07j),0j,0j,0j,0j,0j,0j
line749,742,750,(7.806166666666666e-05+5.888080000000001e-06j),(7.806166666666666e-05+5.888080000000001e-06j),(7.806166666666665e-05+5.888079999999998e-06j),(1.1151666666666678e-06-2.175484424535358e-23j),(1.1151666666666678e-06-1.087742212267679e-23j),(1.1151666666666678e-06+1.0881667992183297e-23j),0j,0j,0j,0j,0j,0j
line750,743,751,(0.0004022316666666666+3.0339759999999998e-05j),(0.0004022316666666667+3.0339760000000004e-05j),(0.0004022316666666666+3.0339759999999994e-05j),(5.746166666666672e-06-1.4440188581551416e-22j),(5.746166666666672e-06+0j),(5.74616666666667e-06-1.4445825133638411e-22j),0j,0j,0j,0j,0j,0j
line751,744,752,(0.000113575+8.566800000000002e-06j),(0.00011357499999999998+8.566799999999999e-06j),(0.00011357500000000002+8.566799999999999e-06j),(1.6225000000000014e-06+4.605171732886772e-23j),(1.6225000000000018e-06+2.302585866443386e-23j),(1.6225000000000012e-06-2.3034846528475713e-23j),0j,0j,0j,0j,0j,0j
line752,745,753,(0.0012959415333333338+0.00012398646666666668j),(0.0012959415333333335+0.00012398646666666668j),(0.0012959415333333333+0.00012398646666666666j),(0.0005720869333333335+8.231466666666683e-06j),(0.0005720869333333335+8.231466666666696e-06j),(0.0005720869333333334+8.23146666666667e-06j),0j,0j,0j,0j,0j,0j
line753,745,754,(0.006909816666666667+0.0005211976000000004j),(0.0069098166666666655+0.0005211975999999998j),(0.006909816666666666+0.0005211975999999999j),(9.871166666666677e-05+5.3267634402413145e-21j),(9.871166666666677e-05+1.3316908600603286e-21j),(9.871166666666673e-05-2.6644213388007167e-21j),0j,0j,0j,0j,0j,0j
line754,746,755,(0.0035456166666666656+0.0002674407999999999j),(0.003545616666666667+0.0002674408j),(0.0035456166666666656+0.0002674407999999999j),(5.065166666666672e-05-2.1038035342742696e-21j),(5.065166666666671e-05-7.012678447580899e-22j),(5.06516666666667e-05+0j),0j,0j,0j,0j,0j,0j
line755,747,756,(0.00010294433333333329+7.764943999999998e-06j),(0.00010294433333333334+7.764944000000001e-06j),(0.00010294433333333329+7.764943999999998e-06j),(1.4706333333333348e-06+1.8917129398168017e-23j),(1.4706333333333342e-06+1.8917129398168017e-23j),(1.4706333333333344e-06+0j),0j,0j,0j,0j,0j,0j
line756,748,757,(0.00019072666666666662+1.4386239999999996e-05j),(0.0001907266666666666+1.4386239999999997e-05j),(0.0001907266666666666+1.4386239999999997e-05j),(2.724666666666669e-06-6.493415314535655e-23j),(2.7246666666666682e-06-9.740122971803483e-23j),(2.7246666666666682e-06-6.495949940273824e-23j),0j,0j,0j,0j,0j,0j
line757,749,758,(0.00010457208666666668+1.0004713333333333e-05j),(0.00010457208666666667+1.0004713333333331e-05j),(0.00010457208666666666+1.000471333333333e-05j),(4.6162826666666675e-05+6.642133333333343e-07j),(4.616282666666667e-05+6.642133333333316e-07j),(4.616282666666668e-05+6.642133333333346e-07j),0j,0j,0j,0j,0j,0j
line758,750,759,(0.00010856883333333331+8.189192e-06j),(0.00010856883333333335+8.189192000000001e-06j),(0.00010856883333333332+8.189192000000001e-06j),(1.5509833333333346e-06-2.1040724290217306e-23j),(1.5509833333333346e-06+6.312217287065192e-23j),(1.5509833333333344e-06-2.1048937281186234e-23j),0j,0j,0j,0j,0j,0j
line759,751,760,(0.0004720216666666667+3.560392000000001e-05j),(0.00047202166666666674+3.5603919999999994e-05j),(0.00047202166666666657+3.560391999999999e-05j),(6.743166666666674e-06+0j),(6.743166666666673e-06+9.9429262999485e-23j),(6.743166666666672e-06-1.9893614800739492e-22j),0j,0j,0j,0j,0j,0j
line760,752,761,(0.00020721166666666665+1.5629679999999996e-05j),(0.00020721166666666667+1.562968e-05j),(0.00020721166666666665+1.562968e-05j),(2.960166666666669e-06+0j),(2.960166666666668e-06+3.83220519915435e-23j),(2.9601666666666683e-06+0j),0j,0j,0j,0j,0j,0j
line761,753,762,(0.0017867266999999991+0.00017094129999999986j),(0.0017867266999999991+0.00017094129999999997j),(0.0017867266999999998+0.00017094130000000005j),(0.0007887415999999996+1.1348799999999999e-05j),(0.0007887415999999997+1.1348799999999985e-05j),(0.0007887415999999997+1.1348799999999995e-05j),0j,0j,0j,0j,0j,0j
line762,754,763,(0.0057757+0.00043565280000000013j),(0.005775699999999998+0.00043565279999999997j),(0.0057756999999999965+0.00043565279999999965j),(8.251000000000008e-05+0j),(8.251000000000006e-05-1.8608425134815105e-21j),(8.251000000000004e-05-5.584706612212259e-21j),0j,0j,0j,0j,0j,0j
line763,756,764,(8.687583333333335e-05+6.552920000000001e-06j),(8.687583333333334e-05+6.55292e-06j),(8.687583333333331e-05+6.552919999999998e-06j),(1.241083333333335e-06+1.3472503669376738e-23j),(1.2410833333333346e-06+2.6945007338753476e-23j),(1.2410833333333344e-06-1.3477762497420822e-23j),0j,0j,0j,0j,0j,0j
line764,757,765,(0.0002622083333333333+1.9778e-05j),(0.0002622083333333333+1.9778000000000003e-05j),(0.0002622083333333333+1.9778e-05j),(3.745833333333337e-06+0j),(3.745833333333337e-06+0j),(3.745833333333337e-06+0j),0j,0j,0j,0j,0j,0j
line765,758,766,(0.00010216224333333333+9.774156666666666e-06j),(0.00010216224333333334+9.774156666666668e-06j),(0.00010216224333333334+9.77415666666667e-06j),(4.509901333333334e-05+6.489066666666659e-07j),(4.509901333333334e-05+6.489066666666659e-07j),(4.509901333333335e-05+6.489066666666694e-07j),0j,0j,0j,0j,0j,0j
line766,759,767,(0.00013304666666666661+1.0035519999999997e-05j),(0.00013304666666666664+1.003552e-05j),(0.00013304666666666664+1.0035519999999999e-05j),(1.900666666666668e-06+3.159790871820509e-23j),(1.900666666666668e-06-9.479372615461526e-23j),(1.9006666666666686e-06-6.322048515557801e-23j),0j,0j,0j,0j,0j,0j
line767,760,768,(0.000431305+3.2532719999999996e-05j),(0.00043130500000000005+3.253272e-05j),(0.00043130499999999994+3.253272e-05j),(6.161500000000007e-06-1.6603105732672851e-22j),(6.161500000000007e-06+1.6603105732672851e-22j),(6.1615000000000045e-06+8.304793276589362e-23j),0j,0j,0j,0j,0j,0j
line768,761,769,(0.0015502666666666665+0.0001169344j),(0.0015502666666666665+0.00011693439999999998j),(0.0015502666666666663+0.00011693439999999996j),(2.2146666666666693e-05+2.6812862378384574e-22j),(2.2146666666666683e-05+0j),(2.2146666666666686e-05+1.0729331381317495e-21j),0j,0j,0j,0j,0j,0j
line769,762,770,(0.0043954031000000005+0.0004205209j),(0.0043954031+0.00042052090000000006j),(0.0043954031000000005+0.00042052090000000006j),(0.0019403287999999992+2.791839999999989e-05j),(0.0019403287999999992+2.7918399999999926e-05j),(0.0019403287999999997+2.7918400000000058e-05j),0j,0j,0j,0j,0j,0j
line770,763,771,(0.004200816666666666+0.0003168616j),(0.004200816666666667+0.0003168616000000001j),(0.004200816666666666+0.0003168616000000001j),(6.001166666666672e-05+1.9687828501871386e-21j),(6.001166666666671e-05+9.843914250935693e-22j),(6.00116666666667e-05+0j),0j,0j,0j,0j,0j,0j
line771,763,772,(0.00015210999999999998+1.147344e-05j),(0.00015210999999999998+1.1473440000000002e-05j),(0.00015211+1.147344e-05j),(2.1730000000000015e-06+2.0650752448829225e-23j),(2.173000000000002e-06+2.0650752448829225e-23j),(2.1730000000000006e-06-6.197643965709036e-23j),0j,0j,0j,0j,0j,0j
line772,764,773,(0.0001467433333333333+1.1068640000000002e-05j),(0.0001467433333333333+1.1068640000000004e-05j),(0.0001467433333333333+1.1068640000000002e-05j),(2.0963333333333353e-06-1.9219279737056395e-23j),(2.0963333333333353e-06-3.843855947411279e-23j),(2.0963333333333353e-06+0j),0j,0j,0j,0j,0j,0j
line773,765,774,(0.00036071+2.720784e-05j),(0.0003607099999999999+2.7207839999999993e-05j),(0.0003607099999999999+2.7207839999999997e-05j),(5.153000000000005e-06+1.7419190629449769e-22j),(5.153000000000004e-06+0j),(5.153000000000002e-06-1.7425989998775282e-22j),0j,0j,0j,0j,0j,0j
line774,766,775,(6.659396333333331e-05+6.371236666666665e-06j),(6.659396333333333e-05+6.371236666666667e-06j),(6.659396333333331e-05+6.371236666666666e-06j),(2.939757333333333e-05+4.229866666666656e-07j),(2.9397573333333324e-05+4.229866666666645e-07j),(2.939757333333333e-05+4.229866666666673e-07j),0j,0j,0j,0j,0j,0j
line775,767,776,(0.0006306066666666666+4.7565759999999995e-05j),(0.0006306066666666667+4.756576000000001e-05j),(0.0006306066666666666+4.756576e-05j),(9.008666666666674e-06-2.661942847147024e-22j),(9.008666666666674e-06-8.873142823823412e-23j),(9.008666666666674e-06-8.876606347268368e-23j),0j,0j,0j,0j,0j,0j
line776,768,777,(0.0006691183333333332+5.0470639999999994e-05j),(0.0006691183333333334+5.0470640000000014e-05j),(0.0006691183333333333+5.047064e-05j),(9.558833333333344e-06+1.9980033453107781e-22j),(9.558833333333341e-06-2.9970050179661673e-22j),(9.558833333333344e-06+0j),0j,0j,0j,0j,0j,0j
line777,769,778,(0.004750783333333332+0.0003583447999999999j),(0.004750783333333332+0.0003583447999999999j),(0.004750783333333332+0.00035834479999999997j),(6.786833333333337e-05-1.2590147372319696e-21j),(6.786833333333338e-05+0j),(6.78683333333334e-05+6.297530891654296e-22j),0j,0j,0j,0j,0j,0j
line778,770,779,(0.0035625377333333326+0.00034083826666666644j),(0.0035625377333333326+0.0003408382666666665j),(0.003562537733333333+0.00034083826666666666j),(0.001572664533333333+2.2628266666666583e-05j),(0.001572664533333333+2.2628266666666583e-05j),(0.0015726645333333329+2.262826666666659e-05j),0j,0j,0j,0j,0j,0j
line779,771,780,(0.0041163499999999995+0.00031049039999999994j),(0.0041163499999999995+0.00031049039999999994j),(0.00411635+0.00031049040000000005j),(5.880500000000004e-05-9.452027008637366e-22j),(5.8805000000000065e-05-9.452027008637366e-22j),(5.8805000000000065e-05+0j),0j,0j,0j,0j,0j,0j
line780,772,781,(0.00014543666666666662+1.0970079999999994e-05j),(0.00014543666666666673+1.0970080000000002e-05j),(0.0001454366666666667+1.0970080000000002e-05j),(2.0776666666666687e-06-9.439264954645926e-23j),(2.0776666666666683e-06-7.551411963716741e-23j),(2.077666666666669e-06+0j),0j,0j,0j,0j,0j,0j
line781,773,782,(0.00020549666666666664+1.550032e-05j),(0.00020549666666666656+1.5500319999999996e-05j),(0.0002054966666666666+1.550032e-05j),(2.9356666666666684e-06-7.538065501177361e-23j),(2.9356666666666684e-06+3.769032750588681e-23j),(2.935666666666668e-06-3.7705039467088873e-23j),0j,0j,0j,0j,0j,0j
line782,774,783,(0.0003817333333333333+2.87936e-05j),(0.00038173333333333325+2.879360000000001e-05j),(0.00038173333333333325+2.87936e-05j),(5.453333333333339e-06+0j),(5.453333333333338e-06-1.9508854794400633e-22j),(5.453333333333337e-06-2.6021959784976397e-22j),0j,0j,0j,0j,0j,0j
line783,775,784,(8.144766666666665e-05+7.792333333333337e-06j),(8.144766666666664e-05+7.792333333333337e-06j),(8.144766666666666e-05+7.792333333333335e-06j),(3.595466666666666e-05+5.173333333333375e-07j),(3.5954666666666677e-05+5.173333333333358e-07j),(3.5954666666666677e-05+5.173333333333372e-07j),0j,0j,0j,0j,0j,0j
line784,776,785,(0.005391866666666665+0.00040670079999999997j),(0.005391866666666666+0.00040670079999999997j),(0.005391866666666667+0.00040670079999999997j),(7.702666666666673e-05+2.432595576487607e-21j),(7.702666666666673e-05+0j),(7.702666666666671e-05-1.6223634070678616e-21j),0j,0j,0j,0j,0j,0j
line785,777,786,(0.0013508833333333331+0.00010189519999999997j),(0.0013508833333333331+0.00010189519999999999j),(0.0013508833333333331+0.00010189520000000001j),(1.9298333333333345e-05-6.107835091299597e-22j),(1.929833333333334e-05+0j),(1.9298333333333345e-05-2.036739736828166e-22j),0j,0j,0j,0j,0j,0j
line786,779,787,(0.0027836629333333343+0.0002663210666666668j),(0.0027836629333333335+0.00026632106666666673j),(0.0027836629333333335+0.00026632106666666673j),(0.0012288341333333338+1.76810666666668e-05j),(0.0012288341333333338+1.768106666666677e-05j),(0.001228834133333334+1.7681066666666784e-05j),0j,0j,0j,0j,0j,0j
line787,781,788,(0.0001567883333333333+1.1826319999999997e-05j),(0.00015678833333333337+1.182632e-05j),(0.0001567883333333333+1.1826319999999999e-05j),(2.239833333333336e-06-1.097028320760249e-22j),(2.2398333333333357e-06+0j),(2.239833333333336e-06+2.1949130648609477e-23j),0j,0j,0j,0j,0j,0j
line788,782,789,(0.00015248333333333334+1.1501600000000002e-05j),(0.00015248333333333334+1.15016e-05j),(0.00015248333333333337+1.1501600000000004e-05j),(2.1783333333333363e-06+6.225673734180828e-23j),(2.178333333333336e-06-4.150449156120552e-23j),(2.1783333333333355e-06-4.152069233498402e-23j),0j,0j,0j,0j,0j,0j
line789,783,790,(0.00025357499999999997+1.9126799999999994e-05j),(0.000253575+1.91268e-05j),(0.00025357499999999997+1.91268e-05j),(3.6225000000000034e-06+1.7216880733083725e-22j),(3.622500000000002e-06-5.738960244361242e-23j),(3.622500000000003e-06-5.74120037773345e-23j),0j,0j,0j,0j,0j,0j
line790,784,791,(7.723589866666666e-05+7.389381333333334e-06j),(7.723589866666665e-05+7.389381333333332e-06j),(7.723589866666666e-05+7.389381333333333e-06j),(3.409540266666665e-05+4.905813333333342e-07j),(3.409540266666666e-05+4.905813333333335e-07j),(3.409540266666666e-05+4.905813333333342e-07j),0j,0j,0j,0j,0j,0j
line791,786,792,(0.00040352666666666667+3.0437440000000004e-05j),(0.0004035266666666667+3.043744000000001e-05j),(0.00040352666666666667+3.0437440000000004e-05j),(5.7646666666666726e-06+0j),(5.764666666666672e-06-2.1799979583304523e-22j),(5.7646666666666726e-06-7.269496313449357e-23j),0j,0j,0j,0j,0j,0j
line792,786,793,(0.002405666666666666+0.00018145600000000003j),(0.002405666666666666+0.000181456j),(0.0024056666666666658+0.00018145599999999995j),(3.43666666666667e-05+3.2282805269014183e-22j),(3.43666666666667e-05-6.4565610538028365e-22j),(3.436666666666669e-05-3.229540646964152e-22j),0j,0j,0j,0j,0j,0j
line793,787,794,(0.002515893233333334+0.00024070276666666668j),(0.002515893233333334+0.00024070276666666662j),(0.0025158932333333335+0.0002407027666666667j),(0.0011106285333333339+1.598026666666664e-05j),(0.0011106285333333339+1.5980266666666663e-05j),(0.0011106285333333337+1.5980266666666646e-05j),0j,0j,0j,0j,0j,0j
line794,788,795,(0.00013999999999999996+1.056e-05j),(0.00013999999999999996+1.0559999999999999e-05j),(0.00013999999999999993+1.0559999999999999e-05j),(2.0000000000000016e-06+0j),(2.0000000000000016e-06+1.7493488317024017e-23j),(2.0000000000000016e-06-5.250095006264628e-23j),0j,0j,0j,0j,0j,0j
line795,789,796,(0.00025259500000000004+1.9052880000000004e-05j),(0.000252595+1.9052879999999997e-05j),(0.000252595+1.9052880000000004e-05j),(3.6085000000000024e-06-5.694686849454105e-23j),(3.608500000000003e-06-5.694686849454105e-23j),(3.608500000000003e-06+0j),0j,0j,0j,0j,0j,0j
line796,790,797,(0.0002580783333333333+1.946648e-05j),(0.00025807833333333334+1.9466480000000003e-05j),(0.00025807833333333334+1.9466479999999996e-05j),(3.686833333333335e-06-1.1889221943613764e-22j),(3.686833333333336e-06+5.944610971806882e-23j),(3.6868333333333364e-06+1.7840794135322367e-22j),0j,0j,0j,0j,0j,0j
line797,791,798,(7.700247133333332e-05+7.367048666666662e-06j),(7.700247133333333e-05+7.367048666666664e-06j),(7.700247133333334e-05+7.367048666666668e-06j),(3.399235733333334e-05+4.890986666666661e-07j),(3.399235733333334e-05+4.890986666666668e-07j),(3.399235733333335e-05+4.890986666666688e-07j),0j,0j,0j,0j,0j,0j
line798,792,799,(0.00035191333333333335+2.654432e-05j),(0.00035191333333333335+2.6544320000000007e-05j),(0.0003519133333333333+2.654432000000001e-05j),(5.027333333333338e-06+0j),(5.027333333333338e-06+1.1053295774460359e-22j),(5.027333333333337e-06-5.528805147054515e-23j),0j,0j,0j,0j,0j,0j
line799,793,800,(0.0038494166666666672+0.0002903560000000001j),(0.0038494166666666664+0.000290356j),(0.003849416666666666+0.00029035599999999997j),(5.499166666666672e-05+0j),(5.499166666666671e-05-1.6531802398812286e-21j),(5.499166666666671e-05+8.26912769346425e-22j),0j,0j,0j,0j,0j,0j
line800,794,801,(0.0002398083333333333+1.8088399999999998e-05j),(0.00023980833333333334+1.8088400000000005e-05j),(0.00023980833333333334+1.8088400000000005e-05j),(3.425833333333337e-06-5.132735554990551e-23j),(3.4258333333333375e-06-5.132735554990551e-23j),(3.4258333333333362e-06-5.1347390559241483e-23j),0j,0j,0j,0j,0j,0j
line801,794,802,(0.001352962933333333+0.00022518236666666663j),(0.001352962933333333+0.00022518236666666666j),(0.0013529629333333332+0.0002251823666666666j),(0.0004503647333333333+1.775296666666665e-05j),(0.0004503647333333335+1.7752966666666688e-05j),(0.0004503647333333334+1.7752966666666664e-05j),0j,0j,0j,0j,0j,0j
line802,795,803,(0.00015460666666666667+1.1661759999999998e-05j),(0.00015460666666666664+1.1661759999999996e-05j),(0.00015460666666666664+1.166176e-05j),(2.2086666666666684e-06+0j),(2.2086666666666684e-06+0j),(2.2086666666666684e-06+0j),0j,0j,0j,0j,0j,0j
line803,796,804,(0.0017532666666666668+0.0001322464j),(0.0017532666666666664+0.00013224639999999998j),(0.0017532666666666662+0.00013224639999999993j),(2.504666666666669e-05+1.3717858043095647e-21j),(2.5046666666666685e-05+3.4294645107739118e-22j),(2.5046666666666685e-05-3.4308031605592844e-22j),0j,0j,0j,0j,0j,0j
line804,797,805,(0.00012339833333333333+9.30776e-06j),(0.0001233983333333333+9.307759999999998e-06j),(0.0001233983333333333+9.30776e-06j),(1.762833333333335e-06+0j),(1.762833333333335e-06+2.718121911739941e-23j),(1.7628333333333343e-06-2.7191828975884136e-23j),0j,0j,0j,0j,0j,0j
line805,798,806,(0.00010337136333333332+9.889836666666664e-06j),(0.00010337136333333335+9.889836666666673e-06j),(0.00010337136333333333+9.889836666666668e-06j),(4.5632773333333324e-05+6.565866666666677e-07j),(4.5632773333333324e-05+6.565866666666677e-07j),(4.5632773333333344e-05+6.565866666666697e-07j),0j,0j,0j,0j,0j,0j
line806,799,807,(0.00029104833333333334+2.1953359999999996e-05j),(0.0002910483333333334+2.1953360000000006e-05j),(0.00029104833333333323+2.1953360000000003e-05j),(4.157833333333339e-06-3.780250553232146e-23j),(4.157833333333336e-06+0j),(4.157833333333336e-06+1.1345178384255786e-22j),0j,0j,0j,0j,0j,0j
line807,800,808,(0.0032889499999999984+0.0002480807999999999j),(0.0032889500000000006+0.0002480808j),(0.0032889499999999997+0.0002480808j),(4.698500000000004e-05-3.017066703891712e-21j),(4.698500000000004e-05+0j),(4.6985000000000046e-05+0j),0j,0j,0j,0j,0j,0j
line808,801,809,(0.0002404383333333333+1.813592e-05j),(0.00024043833333333334+1.8135919999999998e-05j),(0.00024043833333333337+1.813592e-05j),(3.4348333333333357e-06-5.159739378231125e-23j),(3.434833333333336e-06-1.031947875646225e-22j),(3.434833333333335e-06-1.0323506839557764e-22j),0j,0j,0j,0j,0j,0j
line809,802,810,(0.0025818910333333324+0.0002470169666666665j),(0.002581891033333333+0.00024701696666666676j),(0.002581891033333333+0.00024701696666666666j),(0.0011397629333333326+1.639946666666669e-05j),(0.0011397629333333328+1.6399466666666715e-05j),(0.001139762933333333+1.6399466666666752e-05j),0j,0j,0j,0j,0j,0j
line810,802,811,(0.0025818910333333324+0.0002470169666666665j),(0.002581891033333333+0.00024701696666666676j),(0.002581891033333333+0.00024701696666666666j),(0.0011397629333333326+1.639946666666669e-05j),(0.0011397629333333328+1.6399466666666715e-05j),(0.001139762933333333+1.6399466666666752e-05j),0j,0j,0j,0j,0j,0j
